                                                                          BALANTA ANALITICA
                                                          A OBIECTELOR DE INVENTAR PENTRU PERIOADA  01/01/2004 - 08/05/2004


                                                                                                              
 ADM PIETELOR PITESTI -  -   -  -   -                                                                                        PERIOADA:  01/01/2004 - 08/05/2004            pagina:     1
|-----|--------|-----------------------------------------|------------|---------|-------------------------------------------|---------------------------------------------------------------|
|     |        |                                         | UNITATE    |  STARE  |            C A N T I T A T I V            |                   V A L O R I C                               |
| Crt.| FISA   |             DENUMIREA MATERIALULUI      |   DE       | MATERIAL|-------------------------------------------|---------------------------------------------------------------|
|     |        |                                         | MASURA     |         |STOC PREC.| INTRARI  |  IESIRI  |   STOC   |  SOLD INITIAL |    DEBIT      |    CREDIT     |     SOLD      |
|  374|   20512| COSURI GUNOI PUBELE XII.2001            | buc        | NOU     |    0     |    4     |    0     |    4     |               |       1679500 |               |       1679500 |
|  375|   20513| TOMBERON GUNOI 3 ROTI                   | buc        | NOU     |    0     |    12    |    0     |    12    |               |      42352944 |               |      42352944 |
|  376|   20514| MESE PIATA ADP                          | buc        | NOU     |    0     |    33    |    0     |    33    |               |       3350688 |               |       3350688 |
|  377|   20515| MESE PIATA ADP                          | buc        | NOU     |    0     |    75    |    0     |    75    |               |      51570825 |               |      51570825 |
|  378|   20516| MESE PIATA ADP                          | buc        | NOU     |    0     |    70    |    0     |    70    |               |      95827070 |               |      95827070 |
|  379|   20517| MESE PIATA ADP                          | buc        | NOU     |    0     |    45    |    0     |    45    |               |      74166750 |               |      74166750 |
|  380|   20518| GARD METALIC                            | ml         | NOU     |    0     |    11    |    0     |    11    |               |       2474450 |               |       2474450 |
|  381|   20519| CHIUVETA DIN BETON                      | buc        | NOU     |    0     |    4     |    0     |    4     |               |       8117944 |               |       8117944 |
|  382|   20520| MASA PIATA ADP                          | buc        | NOU     |    0     |    10    |    0     |    10    |               |          5000 |               |          5000 |
|  383|   20521| CONTOR APA GRUP SANIT TRAIAN            | buc        | NOU     |    0     |    1     |    0     |    1     |               |        421199 |               |        421199 |
|  384|   20522| CONTOR APA GRUP SANIT TRAIAN            | buc        | NOU     |    0     |    1     |    0     |    1     |               |        863464 |               |        863464 |
|  385|   20523| MESE PIATA ADP                          | buc        | NOU     |    0     |    51    |    0     |    51    |               |      28208304 |               |      28208304 |
|  386|   20524| TARC PEPENI                             | buc        | NOU     |    0     |    1     |    0     |    1     |               |       2380000 |               |       2380000 |
|  387|   20525| GARD METALIC 12ML BIG                   | ml         | NOU     |    0     |    1     |    0     |    1     |               |       2699406 |               |       2699406 |
|  388|   20526| APOMETRU BIG                            | buc        | NOU     |    0     |    1     |    0     |    1     |               |        527170 |               |        527170 |
|  389|   20527| MESE PIATA ADP                          | buc        | NOU     |    0     |    5     |    0     |    5     |               |        507680 |               |        507680 |
|  390|   20528| TARC PEPENI ADP                         | buc        | NOU     |    0     |    20    |    0     |    20    |               |      31600000 |               |      31600000 |
|  391|   20529| FOTOLIU PRESIDENT                       | buc        | NOU     |    0     |    1     |    0     |    1     |               |       7773110 |               |       7773110 |
|  392|   20530| APARAT TELEF RELATE 550                 | buc        | NOU     |    0     |    1     |    0     |    1     |               |        282000 |               |        282000 |
|  393|   20531| APARAT TELEF VANGUARD                   | buc        | NOU     |    0     |    1     |    0     |    1     |               |        225000 |               |        225000 |
|  394|   20532| TELEFON MOBIL NOKIA 6210                | buc        | NOU     |    0     |    2     |    0     |    2     |               |      15800002 |               |      15800002 |
|  395|   20533| AFISIER                                 | buc        | NOU     |    0     |    2     |    0     |    2     |               |      12605042 |               |      12605042 |
|-----|--------|-----------------------------------------|------------|---------|----------|----------|----------|----------|---------------|---------------|---------------|---------------|
                                                                                                                                                                                  08/05/2004                                                                                                              
 ADM PIETELOR PITESTI -  -   -  -   -                                                                                        PERIOADA:  01/01/2004 - 08/05/2004            pagina:     8
|-----|--------|-----------------------------------------|------------|---------|-------------------------------------------|---------------------------------------------------------------|
|     |        |                                         | UNITATE    |  STARE  |            C A N T I T A T I V            |                   V A L O R I C                               |
| Crt.| FISA   |             DENUMIREA MATERIALULUI      |   DE       | MATERIAL|-------------------------------------------|---------------------------------------------------------------|
|     |        |                                         | MASURA     |         |STOC PREC.| INTRARI  |  IESIRI  |   STOC   |  SOLD INITIAL |    DEBIT      |    CREDIT     |     SOLD      |
|-----|--------|-----------------------------------------|------------|---------|----------|----------|----------|----------|---------------|---------------|---------------|---------------|
|  396|   20534| POMPA ZUGRAVIT                          | buc        | NOU     |    0     |    2     |    0     |    2     |               |       1226896 |               |       1226896 |
|  397|   20535| CUTII SESIZARI PT CETATENI              | buc        | NOU     |    0     |    10    |    0     |    10    |               |       1848740 |               |       1848740 |
|  398|   20536| CLESTE PT SIGILAT                       | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1090000 |               |       1090000 |
|  399|   20537| BACK UPS MULTI PATH 500VA               | buc        | NOU     |    0     |    3     |    0     |    3     |               |      11808000 |               |      11808000 |
|  400|   20538| BONETE ALBE                             | buc        | NOU     |    0     |    40    |    0     |    40    |               |       1120000 |               |       1120000 |
|  401|   20539| COS GUNOI CU PEDALA                     | buc        | NOU     |    0     |    10    |    0     |    10    |               |       2058820 |               |       2058820 |
|  402|   20540| MANUSI MENAJ                            | buc        | NOU     |    0     |    18    |    0     |    18    |               |        226890 |               |        226890 |
|  403|   20541| PERDELE BAIE                            | ml         | NOU     |    0     |    2     |    0     |    2     |               |        174790 |               |        174790 |
|  404|   20542| CADITA                                  | buc        | NOU     |    0     |    1     |    0     |    1     |               |        100840 |               |        100840 |
|  405|   20543| PAHARE                                  | buc        | NOU     |    0     |    40    |    0     |    40    |               |        252120 |               |        252120 |
|  406|   20544| SET PAT ROZALIU ALB                     | buc        | NOU     |    0     |   120    |    0     |   120    |               |      59400000 |               |      59400000 |
|  407|   20545| VESTE VATUITE                           | buc        | NOU     |    0     |    64    |    0     |    64    |               |      17280000 |               |      17280000 |
|  408|   20546| SCAUN LEDA                              | buc        | NOU     |    0     |    50    |    0     |    50    |               |      24369749 |               |      24369749 |
|  409|   20547| PROSOP                                  | buc        | NOU     |    0     |   120    |    0     |   120    |               |       3600000 |               |       3600000 |
|  410|   20549| CLUPA                                   | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1008404 |               |       1008404 |
|  411|   20550| TRUSA CHEI FIXE SI INELARE              | buc        | NOU     |    0     |    3     |    0     |    3     |               |        920169 |               |        920169 |
|  412|   20551| TRUSA CHEI FIXE                         | buc        | NOU     |    0     |    2     |    0     |    2     |               |        482354 |               |        482354 |
|  413|   20552| TRUSA ELECTRICA TUBULARA                | buc        | NOU     |    0     |    2     |    0     |    2     |               |       1596640 |               |       1596640 |
|  414|   20553| CLESTE TEVI MIC                         | buc        | NOU     |    0     |    2     |    0     |    2     |               |        436976 |               |        436976 |
|  415|   20554| CLESTE TEVI 1                           | buc        | NOU     |    0     |    1     |    0     |    1     |               |        319328 |               |        319328 |
|  416|   20555| PATENT                                  | buc        | NOU     |    0     |    2     |    0     |    2     |               |        142858 |               |        142858 |
|  417|   20556| BONFAIER                                | buc        | NOU     |    0     |    1     |    0     |    1     |               |         39496 |               |         39496 |
|  418|   20557| CIOCAN 2KG                              | buc        | NOU     |    0     |    1     |    0     |    1     |               |        184874 |               |        184874 |
|  419|   20558| CIOCAN 1.5KG                            | buc        | NOU     |    0     |    1     |    0     |    1     |               |        117647 |               |        117647 |
|  420|   20559| CIOCAN 0.8KG                            | buc        | NOU     |    0     |    1     |    0     |    1     |               |        121849 |               |        121849 |
|  421|   20560| CIOCAN 0.5KG                            | buc        | NOU     |    0     |    2     |    0     |    2     |               |        210084 |               |        210084 |
|  422|   20561| BAROS                                   | buc        | NOU     |    0     |    1     |    0     |    1     |               |        382353 |               |        382353 |
|  423|   20562| MISTRIE                                 | buc        | NOU     |    0     |    1     |    0     |    1     |               |        168068 |               |        168068 |
|  424|   20563| NIVELA                                  | buc        | NOU     |    0     |    1     |    0     |    1     |               |         82353 |               |         82353 |
|  425|   20564| APARAT TAIAT FAIANTA                    | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1134454 |               |       1134454 |
|  426|   20580| STORCATOR                               | buc        | NOU     |    0     |    1     |    0     |    1     |               |       2015966 |               |       2015966 |
|  427|   20581| MONITOR 17                              | buc        | NOU     |    0     |    1     |    0     |    1     |               |       6319304 |               |       6319304 |
|  428|   20582| STAMPILA "BUN DE PLATA"                 | buc        | NOU     |    0     |    1     |    0     |    1     |               |        528572 |               |        528572 |
|  429|   20583| ASPIRATOR                               | buc        | NOU     |    0     |    1     |    0     |    1     |               |       2226050 |               |       2226050 |
|  430|   20584| USA METALICA CASERIE                    | buc        | NOU     |    0     |    1     |    0     |    1     |               |       5462185 |               |       5462185 |
|  431|   30153| COMPRESOR AER                           | buc        | NOU     |    0     |    1     |    0     |    1     |               |       6302521 |               |       6302521 |
|  432|   30508| SPLIT APARAT AER CONDITIONAT            | buc        | NOU     |    0     |    2     |    0     |    2     |               |      14044622 |               |      14044622 |
|  433|   30509| COMPRESOR APARAT AER CONDITIONAT        | buc        | NOU     |    0     |    1     |    0     |    1     |               |       6990000 |               |       6990000 |
|  434|   30510| CHIT INSTALARE APARAT AER CONDITION     | buc        | NOU     |    0     |    1     |    0     |    1     |               |       7688999 |               |       7688999 |
|  435|   30511| UNITATE COMANDA AER CONDITIONAT         | buc        | NOU     |    0     |    1     |    0     |    1     |               |       5630000 |               |       5630000 |
|  436|   30522| CALORIFER ELECTRIC                      | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1470588 |               |       1470588 |
|  437|   30566| POLIDISC                                | buc        | NOU     |    0     |    1     |    0     |    1     |               |       7895000 |               |       7895000 |
|  438|   30567| TELEFON NOKIA 72501                     | buc        | NOU     |    0     |    1     |    0     |    1     |               |       7989900 |               |       7989900 |
|  439|   30568| ACCESORII AER CONDITIONAT               | buc        | NOU     |    0     |    1     |    0     |    1     |               |       4789916 |               |       4789916 |
|  440|   30569| STINGATOR TIP POPRES                    | buc        | NOU     |    0     |    14    |    0     |    14    |               |      11130000 |               |      11130000 |
|  441|   30570| STINGATOR TIP P50                       | buc        | NOU     |    0     |    2     |    0     |    2     |               |      17072029 |               |      17072029 |
|  442|   30572| BIROU 180X80X74                         | buc        | NOU     |    0     |    1     |    0     |    1     |               |       4035798 |               |       4035798 |
|  443|   30573| BIROU 80X80X74                          | buc        | NOU     |    0     |    1     |    0     |    1     |               |       3591176 |               |       3591176 |
|  444|   30574| COLT                                    | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1436471 |               |       1436471 |
|  445|   30575| MASA CONSILIU 200X100                   | buc        | NOU     |    0     |    1     |    0     |    1     |               |       6429916 |               |       6429916 |
|  446|   30576| JUMATATE CERC                           | buc        | NOU     |    0     |    2     |    0     |    2     |               |       2188908 |               |       2188908 |
|  447|   30577| BIBLIOTECA 95X32X157                    | buc        | NOU     |    0     |    1     |    0     |    1     |               |       4651429 |               |       4651429 |
|  448|   30578| USA STICLA SYMPHONY 108X45              | buc        | NOU     |    0     |    2     |    0     |    2     |               |       7319160 |               |       7319160 |
|  449|   30579| BIBLIOTECA 90X32X220                    | buc        | NOU     |    0     |    1     |    0     |    1     |               |       5677479 |               |       5677479 |
|  450|   30580| BIBLIOTECA 45X32X220                    | buc        | NOU     |    0     |    2     |    0     |    2     |               |       8071596 |               |       8071596 |
|  451|   30581| CANAPEA PASSION                         | buc        | NOU     |    0     |    1     |    0     |    1     |               |       6635126 |               |       6635126 |
|  452|   30582| HUSA CANAPEA GRENA                      | buc        | NOU     |    0     |    1     |    0     |    1     |               |       5677479 |               |       5677479 |
|-----|--------|-----------------------------------------|------------|---------|----------|----------|----------|----------|---------------|---------------|---------------|---------------|
                                                                                                                                                                                  08/05/2004                                                                                                              
 ADM PIETELOR PITESTI -  -   -  -   -                                                                                        PERIOADA:  01/01/2004 - 08/05/2004            pagina:     9
|-----|--------|-----------------------------------------|------------|---------|-------------------------------------------|---------------------------------------------------------------|
|     |        |                                         | UNITATE    |  STARE  |            C A N T I T A T I V            |                   V A L O R I C                               |
| Crt.| FISA   |             DENUMIREA MATERIALULUI      |   DE       | MATERIAL|-------------------------------------------|---------------------------------------------------------------|
|     |        |                                         | MASURA     |         |STOC PREC.| INTRARI  |  IESIRI  |   STOC   |  SOLD INITIAL |    DEBIT      |    CREDIT     |     SOLD      |
|-----|--------|-----------------------------------------|------------|---------|----------|----------|----------|----------|---------------|---------------|---------------|---------------|
|  453|   30583| FOTOLIU PASSION                         | buc        | NOU     |    0     |    2     |    0     |    2     |               |       9508068 |               |       9508068 |
|  454|   30584| SCAUN 1120/N                            | buc        | NOU     |    0     |    8     |    0     |    8     |               |       5472272 |               |       5472272 |
|  455|   30585| TELEVIZOR COLOR PHILIPS 4426            | buc        | NOU     |    0     |    1     |    0     |    1     |               |       7599000 |               |       7599000 |
|  456|   30586| PHILIPS SISTEM HI-FI C330 3CD           | buc        | NOU     |    0     |    1     |    0     |    1     |               |       7699000 |               |       7699000 |
|  457|   30587| PHILIPS FC 6841-ASP SPAL 1500W          | buc        | NOU     |    0     |    1     |    0     |    1     |               |       7999000 |               |       7999000 |
|  458|   30588| HP MULTIFUNCTIONAL PSC 1110             | buc        | NOU     |    0     |    1     |    0     |    1     |               |       4699000 |               |       4699000 |
|  459|   30589| IMPRIMANTA EPSON STYLUS COLOR C42SX     | buc        | NOU     |    0     |    2     |    0     |    2     |               |       3398000 |               |       3398000 |
|  460|   30590| ELECTROMURES RADIAT.9 ELEMENTI          | buc        | NOU     |    0     |    2     |    0     |    2     |               |       2178000 |               |       2178000 |
|  461|   30591| ALASKA ER2510-RADIAT.ULEI 12 ELEM.      | buc        | NOU     |    0     |    2     |    0     |    2     |               |       2698000 |               |       2698000 |
|  462|   30592| VORTEX EOR9 RADIAT. ULEI 9 ELEM.        | buc        | NOU     |    0     |    2     |    0     |    2     |               |       2098000 |               |       2098000 |
|  463|   30593| ELECTROLUX ER2512-RADIATOR ULEI         | buc        | NOU     |    0     |    2     |    0     |    2     |               |       3998000 |               |       3998000 |
|  464|   30594| TURBOHOT CONVECTOR 2000W                | buc        | NOU     |    0     |    3     |    0     |    3     |               |       3597000 |               |       3597000 |
|  465|   30595| AEROTERMA METAL DELONGHI HTMO2          | buc        | NOU     |    0     |    2     |    0     |    2     |               |       2118000 |               |       2118000 |
|  466|   30596| AEROTERMA NEVADA 2000W                  | buc        | NOU     |    0     |    1     |    0     |    1     |               |        599900 |               |        599900 |
|  467|   30597| BOILER ARDO 100L                        | buc        | NOU     |    0     |    1     |    0     |    1     |               |       3199000 |               |       3199000 |
|  468|   30598| FRIGIDER ZANUSSI ZD22/5 B,217L          | buc        | NOU     |    0     |    1     |    0     |    1     |               |       7999000 |               |       7999000 |
|  469|   30599| SCAUN ISO LEMN                          | buc        | NOU     |    0     |    10    |    0     |    10    |               |       4199000 |               |       4199000 |
|  470|   30600| MONITOR FLAT ADI V77F 1280X1024         | buc        | NOU     |    0     |    1     |    0     |    1     |               |       4699000 |               |       4699000 |
|  471|   30601| RADIO CD+MP3 PHILIPS AZ1538             | buc        | NOU     |    0     |    1     |    0     |    1     |               |       4199000 |               |       4199000 |
|  472|   30602| MASA CALCULATOR ARIZONA                 | buc        | NOU     |    0     |    8     |    0     |    8     |               |      11992000 |               |      11992000 |
|  473|   30603| BIROU CALCULATOR SIDNEY                 | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1099000 |               |       1099000 |
|  474|   30604| CUIER OFFICE CROM                       | buc        | NOU     |    0     |    1     |    0     |    1     |               |        649900 |               |        649900 |
|  475|   30605| MASA SUFRAGERIE LEMN OSLO               | buc        | NOU     |    0     |    1     |    0     |    1     |               |       3899900 |               |       3899900 |
|  476|   30606| APARAT SUDURA CU ARC CEN200 220/400     | buc        | NOU     |    0     |    1     |    0     |    1     |               |       4199900 |               |       4199900 |
|  477|   30607| CAMERA FOTO DIGITALA 2.1.               | buc        | NOU     |    0     |    1     |    0     |    1     |               |       3799000 |               |       3799000 |
|  478|   30608| MASA CALCULATOR BS01                    | buc        | NOU     |    0     |    1     |    0     |    1     |               |       1499000 |               |       1499000 |
|  479|   30609| SCAUN FIX GRI                           | buc        | NOU     |    0     |    10    |    0     |    10    |               |       4199000 |               |       4199000 |
|  480|   30610| VEIOZA BIROU FLIP ROSU 1X60W E27        | buc        | NOU     |    0     |    1     |    0     |    1     |               |        229900 |               |        229900 |
|-----|--------|-----------------------------------------|------------|---------|----------|----------|----------|----------|---------------|---------------|---------------|---------------|
|                  T O T A L     G E N E R A L                                                                              |               |    2392515854 |               |    2392515854 |
|---------------------------------------------------------------------------------------------------------------------------|---------------|---------------|---------------|---------------|


























|-----|--------|-----------------------------------------|------------|---------|----------|----------|----------|----------|---------------|---------------|---------------|---------------|
                                                                                                                                                                                  08/05/2004